budget,genres,popularity,release_date,revenue,runtime,title,vote_average
0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",6.833164,2007,0,113,Sublime,5.3
0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",0.060127,2016,0,87,A Beginner's Guide to Snuff,0
1800000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",1.959405,2013,0,86,Independence Daysaster,4.2
1800000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",0.21544,2012,0,101,Dysfunctional Friends,5
1530000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",27.36562,1998,7267585,81,Run Lola Run,7.2
500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]",8.650779,2002,150277,93,May,6.3
1493619,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",2.492747,2013,0,90,Against the Wild,4.9
0,"[{""id"": 18, ""name"": ""Drama""}]",2.756435,2008,23311391,106,Under the Same Moon,7
1700000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",18.828683,1972,9700000,88,Conquest of the Planet of the Apes,6.1
1700000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",6.979638,2001,0,130,In the Bedroom,6.4
2000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 27, ""name"": ""Horror""}]",26.281839,2010,572809,108,I Spit on Your Grave,6.3
1700000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",2.079125,1999,1943649,98,"Happy, Texas",5.5
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]",3.939753,2004,0,86,My Summer of Love,6
1000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",14.017809,2013,4235151,104,The Lunchbox,7.3
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",3.677831,2005,0,100,Yes,5.9
1644736,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",3.426314,1938,7433101,126,You Can't Take It With You,7.2
1650000,"[{""id"": 10752, ""name"": ""War""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",6.915201,1953,30500000,118,From Here to Eternity,7.2
1600000,"[{""id"": 37, ""name"": ""Western""}]",8.535178,1949,5400000,103,She Wore a Yellow Ribbon,7.1
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",2.160586,2013,0,102,Grace Unplugged,6
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",0.796009,1999,6033999,84,Foolish,6.3
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",0.13456,2010,2592808,0,N-Secure,4.3
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",4.554574,2007,0,96,Caramel,6.8
0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",3.215465,2014,0,92,Out of the Dark,4.6
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1.49436,2006,0,114,The Bubble,7.6
1600000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",20.810292,1974,4420000,113,The Conversation,7.5
0,"[{""id"": 10749, ""name"": ""Romance""}]",0.122704,2006,0,0,Dil Jo Bhi Kahey...,0
0,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",3.654018,1969,0,123,Mississippi Mermaid,6.7
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",3.313339,2003,0,111,I Love Your Work,6.5
0,"[{""id"": 27, ""name"": ""Horror""}]",5.379319,2016,0,99,Cabin Fever,4.4
2000000,"[{""id"": 35, ""name"": ""Comedy""}]",9.67299,2007,22179430,108,Waitress,6.7
1500000,"[{""id"": 28, ""name"": ""Action""}]",17.49699,1988,11806119,92,Bloodsport,6.6
1500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",12.2624,1939,9600000,129,Mr. Smith Goes to Washington,7.9
1500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",13.291991,1995,7412216,91,Kids,6.8
1500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",13.788054,2005,11098131,81,The Squid and the Whale,6.9
1000000,"[{""id"": 35, ""name"": ""Comedy""}]",3.990215,2001,10013424,97,Kissing Jessica Stein,5.9
17000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",6.526588,2016,0,90,Kickboxer: Vengeance,4.5
1500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",11.145915,1945,7000000,111,Spellbound,7.3
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",5.446832,1994,0,103,Exotica,6.5
1500000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",10.009994,1998,2375097,110,Buffalo '66,7.1
1500000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",58.594852,2010,97009150,103,Insidious,6.8
1500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",11.35344,1984,2300000,92,Repo Man,6.7
1500000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",8.589355,2000,0,114,Nine Queens,7.4
0,"[{""id"": 99, ""name"": ""Documentary""}]",2.828303,2012,0,101,The Gatekeepers,6.5
1500000,"[{""id"": 18, ""name"": ""Drama""}]",3.618646,2005,712294,111,The Ballad of Jack and Rose,6.5
1500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",15.017068,2013,3566225,104,The To Do List,5.5
1500000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",5.817519,1993,418961,96,Killing Zoe,6.1
1500000,"[{""id"": 18, ""name"": ""Drama""}]",9.856826,2001,416925,98,The Believer,6.8
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",4.262374,2008,414404,106,Snow Angels,6.5
0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}]",0.06124,2015,0,93,Unsullied,3
1500000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",11.064228,2001,373967,100,Session 9,6.2
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",1.742383,2006,0,80,I Want Someone to Eat Cheese With,5.7
0,"[{""id"": 18, ""name"": ""Drama""}]",0.414754,2011,330048,95,Mooz-lum,4.5
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",12.677016,2006,0,83,Hatchet,5.7
1,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",28.27648,1936,8500000,87,Modern Times,8.1
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",0.87066,2002,0,91,Stolen Summer,6.4
1500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",7.5591,2007,173066,86,My Name Is Bruce,5.9
1500000,"[{""id"": 35, ""name"": ""Comedy""}]",2.02817,2005,0,0,The Salon,3.5
1500000,"[{""id"": 35, ""name"": ""Comedy""}]",0.859014,2015,0,97,Road Hard,6.6
1500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",0.071377,2005,0,108,Forty Shades of Blue,6
1200000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",0.193172,2010,0,128,Amigo,6
1500000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}]",4.680206,2009,32000,93,Pontypool,6.6
2000000,"[{""id"": 18, ""name"": ""Drama""}]",1.20173,2008,0,90,Trucker,6.8
1,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",0.094105,2015,0,90,Me You and Five Bucks,10
1500000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",14.504326,2012,1165882,101,The Lords of Salem,5.1
0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",10.322858,2014,0,109,Housebound,6.5
0,"[{""id"": 99, ""name"": ""Documentary""}]",1.404175,2005,0,98,Wal-Mart: The High Cost of Low Price,6.9
1,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}]",0.077876,2005,0,87,Fetching Cody,6.8
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",0.35819,2013,0,98,Last I Heard,6
9000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",9.159265,2013,0,112,Closer to the Moon,6.4
0,"[{""id"": 878, ""name"": ""Science Fiction""}]",1.893697,2014,1500000,85,Mutant World,2.6
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 18, ""name"": ""Drama""}]",0.71087,2017,0,102,Growing Up Smith,7.4
0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",1.105357,2015,0,102,Checkmate,4.2
1500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",2.815228,2015,0,90,#Horror,3.3
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",0.446858,2016,0,93,Wind Walkers,7.5
1488423,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",80.171283,1937,184925486,83,Snow White and the Seven Dwarfs,6.9
1400000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10769, ""name"": ""Foreign""}]",0.684881,2004,0,106,The Holy Girl,6.8
1455000,"[{""id"": 37, ""name"": ""Western""}]",3.598457,1968,2620000,113,Shalako,5.4
1,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",1.452152,2004,0,94,Incident at Loch Ness,5.9
2000000,"[{""id"": 18, ""name"": ""Drama""}]",1.193219,2016,0,101,The Dog Lover,5.3
3150000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",8.039223,2014,0,100,GirlHouse,5.2
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",2.486992,2014,0,75,The Blue Room,6.2
0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",0.43049,2014,0,91,House at the End of the Drive,0
1377800,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 80, ""name"": ""Crime""}]",9.815394,1966,0,105,Batman,6.1
1350000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",16.032594,1998,3897569,105,"Lock, Stock and Two Smoking Barrels",7.5
0,"[{""id"": 37, ""name"": ""Western""}]",0.592821,1983,0,104,The Ballad of Gregorio Cortez,0
1300000,"[{""id"": 18, ""name"": ""Drama""}]",10.240917,1998,0,105,The Celebration,7.7
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",3.443916,1996,0,95,Trees Lounge,6.7
1300000,"[{""id"": 18, ""name"": ""Drama""}]",0.072066,2006,639000,135,Journey from the Fall,5
0,"[{""id"": 18, ""name"": ""Drama""}]",0.430758,2000,619042,105,The Basket,6.5
0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]",0.143784,2012,1632,79,Eddie: The Sleepwalking Cannibal,6.1
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]",0.077873,2014,0,135,Queen of the Mountains,0
0,"[{""id"": 878, ""name"": ""Science Fiction""}]",0.319792,1985,0,88,Def-Con 4,2.8
1000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",1.600797,2003,0,85,The Hebrew Hammer,5.9
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",0.285131,2005,0,122,Neal 'n' Nikki,2.3
0,"[{""id"": 35, ""name"": ""Comedy""}]",5.628399,2010,0,82,The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,3.2
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 10749, ""name"": ""Romance""}]",5.065752,2009,0,103,Forget Me Not,5
1288000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",18.426825,1940,6000000,130,Rebecca,7.7
1250000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",16.517777,1981,21722776,87,Friday the 13th Part 2,6
1250000,"[{""id"": 18, ""name"": ""Drama""}]",6.903314,1945,11000000,101,The Lost Weekend,7.4
1250000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",4.45544,1984,3412497,88,C.H.U.D.,5.3
0,"[{""id"": 18, ""name"": ""Drama""}]",0.106949,2013,0,100,Filly Brown,5.9
15000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",0.165909,2011,0,87,The Lion of Judah,5.8
1250000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",9.903992,1953,8500000,92,Niagara,6.7
1250000,"[{""id"": 18, ""name"": ""Drama""}]",7.70019,1941,6000000,118,How Green Was My Valley,6.8
0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",4.480579,2014,0,123,Da Sweet Blood of Jesus,4.1
1200000,"[{""id"": 18, ""name"": ""Drama""}]",10.869492,1989,0,100,"Sex, Lies, and Videotape",6.7
1200000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 80, ""name"": ""Crime""}]",63.655973,2004,103911669,103,Saw,7.2
3000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",16.312803,2001,18492362,100,Super Troopers,6.6
1,[],0.025364,2015,0,99,The Algerian,0
1300000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",1.473405,2013,0,87,The Amazing Catfish,5.7
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",8.109958,2001,0,114,Monsoon Wedding,6.8
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",7.142448,2000,0,111,You Can Count on Me,6.8
1200000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",6.920873,1955,7000000,99,The Trouble with Harry,6.9
0,"[{""id"": 35, ""name"": ""Comedy""}]",4.826908,1999,0,85,But I'm a Cheerleader,6.5
1200000,"[{""id"": 18, ""name"": ""Drama""}]",3.085411,2013,2861020,114,Home Run,6.3
1200000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",66.925866,1992,14661007,99,Reservoir Dogs,8
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",1.280733,1940,0,88,The Blue Bird,6.4
1200000,"[{""id"": 37, ""name"": ""Western""}]",88.377076,1966,6000000,161,"The Good, the Bad and the Ugly",8.1
0,"[{""id"": 18, ""name"": ""Drama""}]",9.683622,2015,0,110,The Second Mother,7.8
1250000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",1.6116,2012,0,106,Blue Like Jazz,5.8
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",0.002386,2003,0,88,Down & Out With The Dolls,0
900000,"[{""id"": 99, ""name"": ""Documentary""}]",0.097913,2011,25000,97,"Pink Ribbons, Inc.",6.8
1200000,"[{""id"": 35, ""name"": ""Comedy""}]",0.047781,2007,0,85,Certifiably Jonathan,0
1344000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",20.422246,2011,0,103,Desire,4.1
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",0.021678,2013,0,98,The Blade of Don Juan,0
0,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}]",1.998557,2003,0,88,Grand Theft Parsons,6
0,"[{""id"": 35, ""name"": ""Comedy""}]",8.148187,2008,0,88,Extreme Movie,3.9
1200000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",2.968235,1936,2736000,115,The Charge of the Light Brigade,6.8
0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",1.36514,2011,0,0,Below Zero,4.4
1200000,[],0.057564,2012,0,84,Crowsnest,4.8
2600000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",8.001156,1993,2850263,91,Airborne,6.1
1200000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",1.079125,1970,0,97,Cotton Comes to Harlem,6.7
0,"[{""id"": 27, ""name"": ""Horror""}]",1.906151,2015,0,91,The Wicked Within,4.2
0,"[{""id"": 27, ""name"": ""Horror""}]",0.100533,2013,0,0,Bleeding Hearts,2
3000000,"[{""id"": 35, ""name"": ""Comedy""}]",10.230583,2005,18637690,94,Waiting...,6.2
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",12.818441,2004,0,90,Dead Man's Shoes,7.2
1100000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",1.220072,1987,1400000,99,From a Whisper to a Scream,6.8
0,"[{""id"": 99, ""name"": ""Documentary""}]",0.014406,2002,0,0,Sex With Strangers,5
1596010,"[{""id"": 27, ""name"": ""Horror""}]",0.552361,2002,0,75,Dracula: Pages from a Virgin's Diary,6.9
0,"[{""id"": 18, ""name"": ""Drama""}]",0.147886,2006,0,97,Faith Like Potatoes,6
1100000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 27, ""name"": ""Horror""}]",7.717237,2010,0,110,Beyond the Black Rainbow,5.7
1100000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",40.285095,2011,4105187,101,The Raid,7.3
0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}]",0.249457,2010,0,90,The Dead Undead,3.1
0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 99, ""name"": ""Documentary""}, {""id"": 9648, ""name"": ""Mystery""}]",0.447166,2013,0,0,The Vatican Exorcisms,4.4
878000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",43.729123,1942,10462500,102,Casablanca,7.9
0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",4.653047,2008,0,84,Lake Mungo,6.1
1250000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",3.000435,2009,0,156,Rocket Singh: Salesman of the Year,7
1000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",11.095414,1972,0,89,Silent Running,6.3
1000000,"[{""id"": 18, ""name"": ""Drama""}]",72.19808,1976,117235147,119,Rocky,7.5
0,"[{""id"": 18, ""name"": ""Drama""}]",0.926084,2014,0,92,The Sleepwalker,4.1
1000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]",2.833166,1963,37600000,128,Tom Jones,6.1
1000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",41.972329,2015,62882090,82,Unfriended,5.5
1300000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",58.845025,1976,28262574,114,Taxi Driver,8
1000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}]",6.532855,1981,17985893,91,The Howling,6.4
950000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",48.901542,1962,59600000,110,Dr. No,6.9
0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",20.649145,2012,18112929,88,Chernobyl Diaries,4.9
1000000,"[{""id"": 27, ""name"": ""Horror""}]",22.583834,1987,14564027,94,Hellraiser,6.9
5000000,"[{""id"": 18, ""name"": ""Drama""}]",6.96858,2016,23507567,121,God's Not Dead 2,5.7
1000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",6.926926,2005,10047674,90,Cry_Wolf,5.6
1000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",3.322721,1999,10037390,107,Godzilla 2000,5.9
3500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",26.881611,2010,16566240,112,Blue Valentine,6.9
1000000,"[{""id"": 18, ""name"": ""Drama""}]",9.773398,2005,13350369,103,Transamerica,6.9
1000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",13.152822,2012,101758490,83,The Devil Inside,4.6
2090000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",4.289003,1970,40000000,109,Beyond the Valley of the Dolls,6.6
1000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 37, ""name"": ""Western""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",1.444258,1956,9000000,89,Love Me Tender,5.5
